work,book_names,book_summary,book_category
115,Brandwashed,1-Sentence-Summary: Brandwashed will help you make better buying decisions by identifying the psychological tools that marketers use to turn your own brain against you and make you think that you need to buy their products.,"['Business', 'Culture', 'Money', 'Personal Finance', 'Psychology', 'Society']"
116,Brave,"1-Sentence-Summary: Brave will help you have the relationships, career, and everything else in life that you鈥檝e always wanted but have been afraid to go for by teaching you how to become more courageous. ","['Career', 'Communication Skills', 'Happiness', 'Motivation & Inspiration', 'Productivity', 'Self Improvement', 'Society', 'Success', 'Work']"
117,Braving The Wilderness,"1-Sentence-Summary:聽Braving The Wilderness offers a four-step process to find true belonging through authenticity, bravery, trust, and vulnerability since it鈥檚 mostly about learning to stand alone rather than trying to fit in.",['Self Improvement']
118,Breakfast With Socrates,"1-Sentence-Summary:聽Breakfast With Socrates takes you through an ordinary day in the company of extraordinary minds, by linking each part of it to the core message of one of several great philosophers throughout history, such as Descartes, Nietzsche, Marx and even Buddha.",['Self Improvement']
119,Brief Answers To The Big Questions,"1-Sentence-Summary: Brief Answers To The Big Questions tackles some of the universe鈥檚 biggest mysteries, as Hawking explores the laws that govern the cosmos and the future of humankind. ","['Culture', 'Future', 'History', 'Science', 'Society']"
120,Broadcasting Happiness,"1-Sentence-Summary: Broadcasting Happiness is an encouraging resource that will help you boost your health and happiness in your relationships, work, and community by showing you how to unlock the power of positive words and stories.","['Career', 'Communication Skills', 'Culture', 'Happiness', 'Health', 'Mindfulness', 'Motivation & Inspiration', 'Productivity', 'Psychology', 'Science', 'Self Improvement', 'Success']"
121,Brotopia,1-Sentence-Summary: Brotopia motivates you to be fairer in the workplace as an employee or employer by revealing the sad sexist state of Silicon Valley.,"['Business', 'Career', 'Culture', 'Happiness', 'Leadership', 'Management', 'Motivation & Inspiration', 'Politics', 'Productivity', 'Relationships', 'Self Improvement', 'Society', 'Work']"
122,Buddha鈥檚 Brain,"1-Sentence-Summary:聽Buddha鈥檚 Brain explains how world-changing thought leaders like Moses, Mohammed, Jesus, Gandhi and the Buddha altered their brains with the power of their minds and how you can use the latest findings of neuroscience to do the same and become a more聽positive, resilient, mindful and happy person.",['Self Improvement']
123,Building A StoryBrand,1-Sentence-Summary: Building A StoryBrand is your guide to turning your sales pages and product into an adventure for your clients by identifying the seven steps to successful storytelling as a company and how to craft the clearest message possible so that they will understand and want to be part of it.,"['Business', 'Communication Skills', 'Creativity', 'Entrepreneurship', 'Marketing', 'Psychology', 'Sales', 'Work']"
124,Building Social Business,"1-Sentence-Summary: Building Social Business will teach you how to change the world for the better by starting a company that does good for mankind, giving you all the answers about how they work and how to begin one of your own.","['Business', 'Career', 'Culture', 'Economics', 'Entrepreneurship', 'Money', 'Society']"
125,Built To Last,1-Sentence-Summary:聽Built To Last examines what lies behind the extraordinary success of 18 visionary companies and which principles and ideas聽they鈥檝e used聽to thrive for a century.,['Entrepreneurship']
126,Built To Sell,1-Sentence-Summary: Built To Sell shows you how to become a successful entrepreneur by explaining the steps necessary to grow a small service company and one day sell it.,"['Business', 'Career', 'Entrepreneurship', 'Money', 'Sales', 'Success', 'Work']"
127,Bullshit Jobs,"1-Sentence-Summary: Bullshit Jobs asserts that roughly two out of every five people are stuck in work that is bereft of purpose, and these workers could suffer psychological damage as a result. ","['Business', 'Career', 'Mindfulness', 'Money', 'Personal Finance', 'Productivity', 'Psychology', 'Work']"
128,Business Adventures,"1-Sentence-Summary: Business Adventures will teach you how to run a company, invest in the stock market, change jobs, and many other things by sharing some of the most interesting experiences that big companies and their leaders have had over the last century.","['Business', 'Career', 'Economics', 'History', 'Investing', 'Money', 'Personal Finance', 'Sales', 'Work']"
129,Business Model Generation,"1-Sentence-Summary: Business Model Generation teaches you how to start your own company by explaining the details of matching your customer鈥檚 needs with your product鈥檚 capabilities, managing finances, and everything else involved in the planning stages of entrepreneurship.","['Business', 'Entrepreneurship', 'Marketing', 'Money', 'Success', 'Work']"
130,Buyology,1-Sentence-Summary: Buyology shows you how to spend less money by revealing the psychological traps that companies use to hack your brain and get you to purchase their products without you even realizing they鈥檙e doing it.,"['Business', 'Marketing', 'Money', 'Personal Finance', 'Psychology', 'Sales']"
131,Call Sign Chaos,"1-Sentence-Summary: Call Sign Chaos is a review of US foreign policy through the eyes of General Jim Mattis, who led forces in Afghanistan and Iraq.","['History', 'Leadership', 'Politics', 'Society']"
132,Can鈥檛 Hurt Me,"1-Sentence-Summary: Can鈥檛 Hurt Me is the story of David Goggins, who went from being overweight and depressed to becoming a record-breaking athlete, inspiring military leader, and world-class personal trainer.",['Self Improvement']
133,Capitalism And Freedom,1-Sentence-Summary: Capitalism And Freedom helps you understand some of the most important factors protecting your liberty by outlining the government鈥檚 role in economics and how things go best when political entities are small and stay out of the flow of money in a country.,"['Economics', 'Future', 'History', 'Money', 'Politics', 'Society']"
134,Capitalism,1-Sentence-Summary: Capitalism shows you how the movement of money in the world really works by outlining the dominant system in the world and its origins and future.,"['Culture', 'Economics', 'History', 'Money', 'Politics', 'Society']"
135,Carrots And Sticks,"1-Sentence-Summary:聽Carrots And Sticks explains how you can harness the power of incentives 鈥?carrots and sticks 鈥?to change your bad behaviors, improve your self-control and reach your long-term goals.",['Self Improvement']
136,Cashvertising,"1-Sentence-Summary: Cashvertising teaches you how to become an expert at marketing by using techniques like using the power of authority, following the three steps of writing a perfect headline, and appealing to the eight basic desires people have instead of spending millions on ads.","['Business', 'Entrepreneurship', 'Marketing', 'Sales']"
137,Catalyst,"1-Sentence-Summary: Catalyst explains why extraordinary career growth requires the right stimuli at the right time to propel you to the next level, and shows you how to cultivate them.","['Entrepreneurship', 'Self Improvement']"
138,Catch Me If You Can,"1-Sentence-Summary:聽Catch Me If You Can is the story of how Frank Abagnale, one of the most famous con-artists in history, faked over eight identities, several professions, and cashed over $2.5 million of forged checks in the 1960s, until the police finally caught him at age 21.",['Self Improvement']
139,Change By Design,1-Sentence-Summary: Change By Design makes you a better problem solver at every aspect of life by outlining the design thinking process that companies can use to innovate and improve.,"['Business', 'Entrepreneurship', 'Productivity', 'Sales', 'Self Improvement', 'Success', 'Work']"
